continent,country_name,dataset_id,date,latitude,layer_id,layer_name,licence,longitude,lower_depth,method_options,organic_surface,positional_uncertainty,profile_code,profile_id,region,upper_depth,value,value_avg
Asia,Indonesia,US-NCSS,1987-5-1,-6.4333334,602986,,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,107.4000015,30,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,87P0486,1052485,South-Eastern Asia,15,{18.3},18.3
Asia,Indonesia,WD-WISE,1981-7-1,-6.833333333333333,43310,3B22b,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",107.61666666666666,210,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0019,1124715,South-Eastern Asia,162,{85.4},85.4
Asia,Indonesia,WD-WISE,1987-11-1,-0.45,42276,Bw3,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",100.45,160,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0069,1124542,South-Eastern Asia,127,{18.6},18.6
Asia,Indonesia,WD-WISE,1987-6-1,-6.386111111111111,43908,Ap1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",106.5375,13,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,ID0059,1124814,South-Eastern Asia,0,{12.1},12.1
Asia,Indonesia,US-NCSS,1985-9-1,-6.4583335,601102,C2,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,106.7936096,160,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,86P0132,1052206,South-Eastern Asia,120,{12.6},12.6
Asia,Indonesia,WD-WISE,1987-11-1,-1.233333333333333,43243,Bs2,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.61666666666666,150,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0060,1124706,South-Eastern Asia,100,{8.1},8.1
Asia,Indonesia,US-NCSS,????-??-??,-6.5500002,791572,B13,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,106.7166672,109,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Circa 100 m,87P0485,1078217,South-Eastern Asia,81,{14.7},14.7
Asia,Indonesia,WD-ISIS,1987-5-1,-7.616666666666667,2545,Ah1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.83333333333333,15,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M Na-acetate ] index cation = [ Na+ ] other exchangeable cations = [ not applied ] replacement = [ NH4-acetate ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID025,1115659,South-Eastern Asia,0,{92.5},92.5
Asia,Indonesia,WD-ISIS,1987-11-1,-1.633333333333333,2325,BA,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",102.31666666666666,30,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M Na-acetate ] index cation = [ Na+ ] other exchangeable cations = [ not applied ] replacement = [ NH4-acetate ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID032,1115631,South-Eastern Asia,11,{6.1},6.1
Asia,Indonesia,WD-WISE,1983-2-1,-6.733333333333333,42979,O/Ah,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",105.31666666666666,7,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0036,1124663,South-Eastern Asia,0,{43.9},43.9
Asia,Indonesia,WD-WISE,1981-9-1,-7.983333333333333,36191,II,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,64,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0025,1123370,South-Eastern Asia,49,{29.4},29.4
Asia,Indonesia,WD-ISIS,1982-12-1,-0.533333333333333,4993,Bw1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.6,39,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M Na-acetate ] index cation = [ Na+ ] other exchangeable cations = [ not applied ] replacement = [ NH4-acetate ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID015,1116011,South-Eastern Asia,15,{3.9},3.9
Asia,Indonesia,WD-WISE,1983-8-1,4.866666666666667,42719,Ah3,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",96.73333333333333,25,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0034,1124614,South-Eastern Asia,15,{7.3},7.3
Asia,Indonesia,WD-ISIS,1987-11-1,2.566666666666666,4502,BA,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",98.61666666666666,35,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M Na-acetate ] index cation = [ Na+ ] other exchangeable cations = [ not applied ] replacement = [ NH4-acetate ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID029,1115941,South-Eastern Asia,16,{42.1},42.1
Asia,Indonesia,US-NCSS,1985-9-3,-1.6069444,601131,,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,102.3041687,32,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,86P0130,1052211,South-Eastern Asia,8,{4.8},4.8
Asia,Indonesia,WD-ISIS,1981-7-1,-6.833333333333333,3655,3Bwb,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",107.61666666666666,210,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M Na-acetate ] index cation = [ Na+ ] other exchangeable cations = [ not applied ] replacement = [ NH4-acetate ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID011,1115821,South-Eastern Asia,162,{85.4},85.4
Asia,Indonesia,WD-ISIS,1987-11-1,2.266666666666667,4902,2C,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",98.66666666666667,158,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M Na-acetate ] index cation = [ Na+ ] other exchangeable cations = [ not applied ] replacement = [ NH4-acetate ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID027,1115996,South-Eastern Asia,133,{13.0},13.0
Asia,Indonesia,WD-WISE,1988-12-1,1.433333333333333,42869,Bt1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.18055555555556,50,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0078,1124642,South-Eastern Asia,32,{1.7},1.7
Asia,Indonesia,WD-ISIS,1987-5-1,-7.866666666666667,4918,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.43333333333334,16,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M Na-acetate ] index cation = [ Na+ ] other exchangeable cations = [ not applied ] replacement = [ NH4-acetate ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID014,1115999,South-Eastern Asia,5,{29.5},29.5
Asia,Indonesia,WD-WISE,1985-9-1,-1.0861111,28828,Bt5,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.0180588,200,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,ID0043,1121938,South-Eastern Asia,168,{3.5},3.5
Asia,Indonesia,WD-ISIS,1987-11-1,-1.2305557,4659,Bo2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.2249985,117,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M Na-acetate ] index cation = [ Na+ ] other exchangeable cations = [ not applied ] replacement = [ NH4-acetate ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,ID035,1115963,South-Eastern Asia,74,{4.5},4.5
Asia,Indonesia,WD-WISE,1980-??-??,-6.7175,28761,B1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",106.91305555555556,40,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,ID0004,1121927,South-Eastern Asia,24,{18.5},18.5
Asia,Indonesia,WD-WISE,1988-??-??,-0.995833333333333,41634,Btg1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.57083333333334,53,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,ID0087,1124433,South-Eastern Asia,28,{12.1},12.1
Asia,Indonesia,WD-WISE,1985-9-1,-0.9166667,36224,Bo2,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.7638855,73,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0044,1123376,South-Eastern Asia,40,{6.2},6.2
Asia,Indonesia,WD-ISIS,1989-2-1,-3.633333333333333,4162,Bw1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",128.2,72,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M Na-acetate ] index cation = [ Na+ ] other exchangeable cations = [ not applied ] replacement = [ NH4-acetate ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID044,1115894,South-Eastern Asia,45,{3.3},3.3
Asia,Indonesia,WD-WISE,1985-9-1,-6.522222,28810,Bw1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",106.3527756,41,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,ID0041,1121936,South-Eastern Asia,10,{18.5},18.5
Asia,Indonesia,US-NCSS,1985-9-1,-1.5666667,602976,Bo4,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,102.4166641,125,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,86P0129,1052484,South-Eastern Asia,92,{3.2},3.2
Asia,Indonesia,WD-WISE,1988-??-??,-1.020833333333333,28859,Ah,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.56666666666666,3,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,ID0073,1121944,South-Eastern Asia,0,{13.3},13.3
Asia,Indonesia,WD-WISE,1982-2-1,-6.95,36215,Bwb,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",107.56666666666666,169,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0030,1123374,South-Eastern Asia,136,{57.1},57.1
Asia,Indonesia,WD-WISE,1980-9-1,3.766666666666667,42185,Cg1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",97.2,95,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0013,1124529,South-Eastern Asia,30,{4.4},4.4
Asia,Indonesia,WD-WISE,1981-7-1,-4.75,42488,B1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",104.98333333333333,36,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0016,1124576,South-Eastern Asia,11,{9.2},9.2
Asia,Indonesia,WD-WISE,1988-??-??,-0.704166666666667,41630,Btg1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.7125,68,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,ID0086,1124432,South-Eastern Asia,38,{11.4},11.4
Asia,Indonesia,WD-WISE,1985-9-1,-1.2305557,28843,BA,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.2249985,20,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,ID0048,1121941,South-Eastern Asia,5,{8.7},8.7
Asia,Indonesia,WD-WISE,1983-2-1,-6.733333333333333,42982,2Ab,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",105.31666666666666,35,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0036,1124663,South-Eastern Asia,27,{33.6},33.6
Asia,Indonesia,WD-WISE,1988-??-??,-0.9,36271,E,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.55416666666666,28,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0092,1123385,South-Eastern Asia,6,{9.6},9.6
Asia,Indonesia,WD-WISE,1981-10-1,-7.983333333333333,36186,IIIB,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,83,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0023,1123369,South-Eastern Asia,56,{21.0},21.0
Asia,Indonesia,WD-WISE,1981-10-1,-7.983333333333333,36176,IIB,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,120,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0021,1123367,South-Eastern Asia,105,{28.0},28.0
Asia,Indonesia,WD-ISIS,1983-7-1,4.816666666666666,2635,Ah,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",96.75,17,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M Na-acetate ] index cation = [ Na+ ] other exchangeable cations = [ not applied ] replacement = [ NH4-acetate ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID023,1115671,South-Eastern Asia,0,{19.0},19.0
Asia,Indonesia,US-NCSS,1987-5-1,-6.4333334,602985,,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,107.4000015,15,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,87P0486,1052485,South-Eastern Asia,0,{22.2},22.2
Asia,Indonesia,WD-WISE,1985-9-1,-1.0638889,28830,BA,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",100.9875031,34,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,ID0046,1121939,South-Eastern Asia,4,{5.2},5.2
Asia,Indonesia,WD-WISE,1988-??-??,-0.708333333333333,41651,Ah,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.70833333333333,2,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,ID0093,1124437,South-Eastern Asia,0,{17.6},17.6
Asia,Indonesia,WD-WISE,1988-??-??,-0.8625,28890,E,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.5625,20,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,ID0079,1121949,South-Eastern Asia,8,{11.7},11.7
Asia,Indonesia,WD-WISE,1983-7-1,4.883333333333333,43732,Ah1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",96.73333333333333,16,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID0039,1124785,South-Eastern Asia,0,{17.1},17.1
Asia,Indonesia,WD-WISE,1988-??-??,-0.8625,28857,,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.57083333333334,110,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,ID0072,1121943,South-Eastern Asia,52,{8.6},8.6
Asia,Indonesia,WD-ISIS,1989-2-1,-3.633333333333333,4160,Ah2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",128.2,24,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M Na-acetate ] index cation = [ Na+ ] other exchangeable cations = [ not applied ] replacement = [ NH4-acetate ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID044,1115894,South-Eastern Asia,9,{8.7},8.7
Asia,Indonesia,WD-WISE,1987-11-1,-1.2305557,44170,Bs3,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.2249985,160,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M NH4-acetate ] index cation = [ NH4+ ] other exchangeable cations = [ not applied ] replacement = [ KCl ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,1 km - 10 km,ID0062,1124858,South-Eastern Asia,117,{10.9},10.9
Asia,Indonesia,WD-ISIS,1989-2-1,-3.683333333333334,4128,Ah2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",128.28333333333333,52,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M Na-acetate ] index cation = [ Na+ ] other exchangeable cations = [ not applied ] replacement = [ NH4-acetate ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID046,1115889,South-Eastern Asia,12,{9.7},9.7
Asia,Indonesia,WD-ISIS,1987-6-1,-7.866666666666667,4207,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.46666666666667,29,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M Na-acetate ] index cation = [ Na+ ] other exchangeable cations = [ not applied ] replacement = [ NH4-acetate ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID026,1115900,South-Eastern Asia,16,{23.7},23.7
Asia,Indonesia,WD-ISIS,1987-5-1,-7.866666666666667,4919,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.43333333333334,42,"{""acidity approximation = [ not applied ] bases approximation = [ not applied ] exchange solution = [ 1 M Na-acetate ] index cation = [ Na+ ] other exchangeable cations = [ not applied ] replacement = [ NH4-acetate ] reported pH = [ buffered at 7.0 ] sample pretreatment = [ sieved over 2 mm sieve ] technique = [ determination by lab procedure ]""}",False,Over 10 km,ID014,1115999,South-Eastern Asia,16,{30.2},30.2
