continent,country_name,dataset_id,date,latitude,layer_id,layer_name,licence,longitude,lower_depth,method_options,organic_surface,positional_uncertainty,profile_code,profile_id,region,upper_depth,value,value_avg
Asia,Indonesia,WD-ISIS,1987-11-1,-0.45,2472,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",100.45,150,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Over 10 km,ID037,1115648,South-Eastern Asia,127,{1.8},1.8
Asia,Indonesia,WD-Mangroves,2009-??-??,-2.737514019012451,3175684,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",111.7386474609375,100,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,DCD11 B1 Core 6,1117304,South-Eastern Asia,50,{106.0},106.0
Asia,Indonesia,WD-ISIS,1987-12-1,0.961111111111111,3882,C,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.17777777777778,129,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,1 km - 10 km,ID041,1115854,South-Eastern Asia,123,{3.7},3.7
Asia,Indonesia,WD-WISE,1988-??-??,-0.975,41656,,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.54166666666667,66,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,1 km - 10 km,ID0094,1124438,South-Eastern Asia,42,{2.0},2.0
Asia,Indonesia,WD-Mangroves,1997-??-??,-4.837333202362061,3177192,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",136.96566772460938,30,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,GJB04 5,1117510,South-Eastern Asia,26,{64.8},64.8
Asia,Indonesia,WD-WISE,1988-??-??,-1.016666666666667,36247,E,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.5625,35,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,Over 10 km,ID0080,1123380,South-Eastern Asia,4,{5.5},5.5
Asia,Indonesia,WD-Mangroves,2009-??-??,-2.741280078887939,3172202,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",111.71382904052734,30,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,DCD11 B5 Core 3,1116496,South-Eastern Asia,15,{71.0},71.0
Asia,Indonesia,US-NCSS,1985-9-1,-1.0638889,601127,Bo2,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,100.9875031,106,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,86P0127,1052210,South-Eastern Asia,62,{5.3},5.3
Asia,Indonesia,WD-WISE,1980-??-??,-6.7175,28763,B3,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",106.91305555555556,87,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,1 km - 10 km,ID0004,1121927,South-Eastern Asia,68,{18.1},18.1
Asia,Indonesia,WD-Mangroves,2009-??-??,1.567394018173218,3175202,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",124.80482482910156,50,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,DCD11 S4 Core 6,1117214,South-Eastern Asia,30,{115.4},115.4
Asia,Indonesia,WD-ISIS,1988-12-1,1.433333333333333,3156,Bt2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.18055555555556,89,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Over 10 km,ID038,1115748,South-Eastern Asia,50,{0.9},0.9
Asia,Indonesia,AU-CSIRO,????-??-??,-10.032,1861945,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",123.962,150,"{""detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ] temperature = [ no external heat ] treatment = [ not applied ]""}",False,100 m - 1 km,397|APSOIL|677|1,731718,South-Eastern Asia,120,{1.0},1.0
Asia,Indonesia,WD-ISIS,1987-11-1,-1.2305557,4655,Ap2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.2249985,21,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,1 km - 10 km,ID035,1115963,South-Eastern Asia,13,{13.3},13.3
Asia,Indonesia,WD-Mangroves,2009-??-??,-2.783792972564697,3173420,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",111.69857025146484,15,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,DCD11 B3 Core 2,1116749,South-Eastern Asia,0,{97.0},97.0
Asia,Indonesia,WD-WISE,1985-9-1,-0.9166667,36225,Bo3,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.7638855,102,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,Over 10 km,ID0044,1123376,South-Eastern Asia,73,{7.3},7.3
Asia,Indonesia,WD-WISE,1981-10-1,-7.983333333333333,36175,B2,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,105,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,Over 10 km,ID0021,1123367,South-Eastern Asia,64,{23.5},23.5
Asia,Indonesia,US-NCSS,1982-2-1,-6.95,602962,Bwb1,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,107.56666666666666,136,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Over 10 km,82P0381,1052482,South-Eastern Asia,125,{59.1},59.1
Asia,Indonesia,WD-Mangroves,2009-??-??,-2.848918914794922,3177698,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",111.73895263671875,15,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,DCD11 B2 Core 2,1117589,South-Eastern Asia,0,{119.7},119.7
Asia,Indonesia,WD-Mangroves,1997-??-??,-4.796595096588135,3177220,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",136.85011291503906,74,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,GJB04 1,1117511,South-Eastern Asia,70,{92.4},92.4
Asia,Indonesia,WD-WISE,1980-??-??,-6.519444444444445,28793,B2g,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",106.5375,70,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,1 km - 10 km,ID0014,1121933,South-Eastern Asia,49,{9.7},9.7
Asia,Indonesia,WD-Mangroves,2009-??-??,1.371924042701721,3172555,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",124.55103302001953,100,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,DCD11 S6 Core 3,1116586,South-Eastern Asia,50,{165.0},165.0
Asia,Indonesia,WD-WISE,1983-7-1,4.883333333333333,43733,Ah2,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",96.73333333333333,23,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,Over 10 km,ID0039,1124785,South-Eastern Asia,16,{32.0},32.0
Asia,Indonesia,WD-Mangroves,2009-??-??,-7.724442005157471,3173392,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",108.97018432617188,15,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,DCD11 J2 Core 4,1116744,South-Eastern Asia,0,{47.0},47.0
Asia,Indonesia,WD-ISIS,1987-6-1,-6.386111111111111,4355,2Bwg,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",106.5375,66,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,1 km - 10 km,ID001,1115920,South-Eastern Asia,28,{7.0},7.0
Asia,Indonesia,WD-WISE,1982-2-1,0.0,25631,BC2,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",102.0,191,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,Over 10 km,ID0029,1121450,South-Eastern Asia,159,{2.7},2.7
Asia,Indonesia,WD-WISE,1985-9-1,-6.4583335,28808,C3,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",106.7936096,210,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,1 km - 10 km,ID0040,1121935,South-Eastern Asia,160,{2.7},2.7
Asia,Indonesia,WD-Mangroves,1997-??-??,-4.873499870300293,3173530,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",136.97483825683594,58,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,GJB04 3,1116766,South-Eastern Asia,54,{58.8},58.8
Asia,Indonesia,WD-Mangroves,2009-??-??,-7.724095821380615,3172909,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",108.97048950195312,15,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,DCD11 J2 Core 2,1116653,South-Eastern Asia,0,{37.5},37.5
Asia,Indonesia,WD-Mangroves,1997-??-??,-4.857666492462158,3172893,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",136.9566650390625,66,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,GJB04 4,1116649,South-Eastern Asia,62,{48.0},48.0
Asia,Indonesia,WD-Mangroves,1997-??-??,-4.837333202362061,3177186,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",136.96566772460938,6,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,GJB04 5,1117510,South-Eastern Asia,2,{61.2},61.2
Asia,Indonesia,WD-Mangroves,2009-??-??,-2.737078905105591,3175908,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",111.73812103271484,100,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,DCD11 B1 Core 3,1117335,South-Eastern Asia,50,{106.4},106.4
Asia,Indonesia,US-NCSS,1994-6-30,-8.5583887,839871,2C2,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,119.4660568,140,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Circa 100 m,94P0840,1084470,South-Eastern Asia,96,{2.7},2.7
Asia,Indonesia,US-NCSS,1985-9-1,-6.4583335,601101,C1,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,106.7936096,120,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,1 km - 10 km,86P0132,1052206,South-Eastern Asia,83,{6.6},6.6
Asia,Indonesia,WD-WISE,1987-11-1,2.266666666666667,44378,Ah,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",98.66666666666667,20,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,Over 10 km,ID0053,1124892,South-Eastern Asia,0,{308.0},308.0
Asia,Indonesia,WD-WISE,1980-??-??,-6.665833333333333,28773,B23,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",106.72416666666666,53,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,1 km - 10 km,ID0007,1121929,South-Eastern Asia,38,{17.0},17.0
Asia,Indonesia,WD-Mangroves,2012-??-??,-2.074444055557251,3173440,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",104.46916961669922,30,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,DM15 Sembilang,1116753,South-Eastern Asia,15,{97.0},97.0
Asia,Indonesia,WD-Mangroves,1997-??-??,-4.837333202362061,3177193,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",136.96566772460938,34,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,GJB04 5,1117510,South-Eastern Asia,30,{61.2},61.2
Asia,Indonesia,WD-ISIS,1989-2-1,-3.633333333333333,4158,Ah1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",128.2,9,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Over 10 km,ID044,1115894,South-Eastern Asia,0,{48.0},48.0
Asia,Indonesia,WD-ISIS,1987-11-1,-1.2305557,4661,Bo3,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",101.2249985,160,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,1 km - 10 km,ID035,1115963,South-Eastern Asia,117,{3.5},3.5
Asia,Indonesia,WD-Mangroves,2009-??-??,1.372336030006409,3171487,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",124.5508041381836,50,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,DCD11 S6 Core 1,1116295,South-Eastern Asia,30,{223.4},223.4
Asia,Indonesia,WD-ISIS,1987-6-1,-7.866666666666667,3506,2Bw2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",112.48333333333333,78,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Over 10 km,ID024,1115804,South-Eastern Asia,47,{24.9},24.9
Asia,Indonesia,US-NCSS,1994-6-27,-8.5419168,839847,EB,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,119.487831099999,4,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Circa 100 m,94P0837,1084467,South-Eastern Asia,0,{27.8},27.8
Asia,Indonesia,AU-CSIRO,????-??-??,-10.077,1861933,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",123.863,15,"{""detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ] temperature = [ no external heat ] treatment = [ not applied ]""}",False,100 m - 1 km,397|APSOIL|675|1,731717,South-Eastern Asia,0,{13.0},13.0
Asia,Indonesia,WD-Mangroves,2009-??-??,-7.724746227264404,3172136,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",108.96986389160156,300,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,DCD11 J2 Core 6,1116480,South-Eastern Asia,100,{57.4},57.4
Asia,Indonesia,WD-NWAFU-SCS,????-??-??,-1.066666722297668,3178388,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",116.93333435058594,100,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,88,1117706,South-Eastern Asia,60,{2.7},2.7
Asia,Indonesia,WD-WISE,1982-2-1,-4.866666666666667,36205,Bt3,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",104.98333333333333,111,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,Over 10 km,ID0028,1123373,South-Eastern Asia,86,{3.8},3.8
Asia,Indonesia,AU-CSIRO,????-??-??,-10.067,1862445,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",124.006,15,"{""detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ] temperature = [ no external heat ] treatment = [ not applied ]""}",False,100 m - 1 km,397|APSOIL|754|1,731752,South-Eastern Asia,0,{13.0},13.0
Asia,Indonesia,WD-WISE,1987-11-1,-1.633333333333333,42163,Auger,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",102.31666666666666,260,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,Over 10 km,ID0063,1124525,South-Eastern Asia,160,{1.5},1.5
Asia,Indonesia,WD-ISIS,1983-8-1,4.866666666666667,2981,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",96.73333333333333,80,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Over 10 km,ID021,1115720,South-Eastern Asia,32,{7.0},7.0
Asia,Indonesia,WD-WISE,1980-2-1,3.766666666666667,42820,C1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",97.78333333333333,55,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,Over 10 km,ID0003,1124634,South-Eastern Asia,40,{4.9},4.9
Asia,Indonesia,WD-WISE,1985-9-1,-1.2305557,28846,Bt3,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.2249985,157,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,1 km - 10 km,ID0048,1121941,South-Eastern Asia,102,{4.3},4.3
Asia,Indonesia,WD-Mangroves,2009-??-??,-2.736828088760376,3173304,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",111.73775482177734,50,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,DCD11 B1 Core 1,1116733,South-Eastern Asia,30,{77.1},77.1
Asia,Indonesia,WD-WISE,1988-??-??,-0.704166666666667,41629,E,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",116.7125,38,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,1 km - 10 km,ID0086,1124432,South-Eastern Asia,5,{7.0},7.0
Asia,Indonesia,WD-WISE,1987-11-1,2.566666666666666,44034,Ah,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",98.61666666666666,16,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,Over 10 km,ID0049,1124835,South-Eastern Asia,0,{195.0},195.0
Asia,Indonesia,US-NCSS,1994-6-30,-8.5583887,839872,2Cr,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,119.4660568,180,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Circa 100 m,94P0840,1084470,South-Eastern Asia,140,{1.2},1.2
Asia,Indonesia,WD-Mangroves,2012-??-??,-2.074444055557251,3173441,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",104.46916961669922,50,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,DM15 Sembilang,1116753,South-Eastern Asia,30,{91.6},91.6
Asia,Indonesia,WD-Mangroves,1997-??-??,-4.873499870300293,3173524,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",136.97483825683594,34,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,GJB04 3,1116766,South-Eastern Asia,30,{52.8},52.8
Asia,Indonesia,WD-WISE,1987-11-1,-1.233333333333333,43241,Bs11,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",101.61666666666666,60,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,Over 10 km,ID0060,1124706,South-Eastern Asia,34,{14.0},14.0
Asia,Indonesia,WD-ISIS,1987-11-1,-1.633333333333333,2329,Bo,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",102.31666666666666,160,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Over 10 km,ID032,1115631,South-Eastern Asia,103,{2.6},2.6
Asia,Indonesia,AU-CSIRO,????-??-??,-10.067,1862450,,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",124.006,150,"{""detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ] temperature = [ no external heat ] treatment = [ not applied ]""}",False,100 m - 1 km,397|APSOIL|754|1,731752,South-Eastern Asia,120,{1.0},1.0
Asia,Indonesia,WD-Mangroves,1997-??-??,-4.873499870300293,3173528,,"CC0 1.0 Universal (CC0 1.0) Public Domain Dedication, https://creativecommons.org/publicdomain/zero/1.0/deed.en",136.97483825683594,50,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,Circa 100 m,GJB04 3,1116766,South-Eastern Asia,46,{54.0},54.0
Asia,Indonesia,US-NCSS,1994-6-26,-8.5702496,839846,2C3,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/,119.489502,210,"{""sample pretreatment = [ sieved over 2 mm sieve ]""}",False,Circa 100 m,94P0836,1084466,South-Eastern Asia,180,{1.4},1.4
Asia,Indonesia,WD-ISIS,1992-??-??,-0.993333333333333,4349,Bt2,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/",116.95666666666666,115,"{""sample pretreatment = [ sieved over 2 mm sieve ] spectral = [ false ]""}",False,1 km - 10 km,ID047,1115919,South-Eastern Asia,70,{1.9},1.9
Asia,Indonesia,WD-WISE,1981-9-1,-7.983333333333333,35858,B1,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/",112.66666666666667,16,"{""calculation = [ default correction factor for recovery of 1.3 - assumed ] detection = [ titrimetric ] reaction = [ wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture ] sample pretreatment = [ sieved over 2 mm sieve ] temperature = [ no external heat ]""}",False,Over 10 km,ID0024,1123309,South-Eastern Asia,4,{11.6},11.6
